Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
202200001007,80,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12675,24220,Hors aglomeration,Normale,D45,45.034093,0.817795
202200001019,110,17,https://www.wikidata.org/wiki/Q116,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12648,06161,Hors aglomeration,Normale,"autoroute A8, pk 177.200 Nord",43.632573,7.122767
202200001021,70,19,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12677,25405,Hors aglomeration,Normale,D44,46.829991,6.339074
202200001023,90,19,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12689,37225,Hors aglomeration,Normale,D140,47.3604165683,0.8731770515
202200001025,-1,14,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12682,30156,En aglomeration,Normale,Avenue ClÃ©ment Ader,43.86559,4.439691
202200001026,30,15,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12736,84003,En aglomeration,Temps eblouissant,Quai GÃ©nÃ©ral Leclerc,43.876748,5.399182
202200001029,50,17,https://www.wikidata.org/wiki/Q116,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12690,38449,En aglomeration,Normale,80 Rue du Ruisseau,45.640887,5.097898
202200001038,130,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12735,83027,Hors aglomeration,Normale,A50,43.1995861167,5.7574038505
202200001065,70,17,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12728,76681,Hors aglomeration,Normale,Boulevard Industriel,49.4156,1.1072
202200001131,50,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12729,77186,En aglomeration,Normale,D210,48.41278,2.71111
202200001142,50,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12719,67447,En aglomeration,Normale,LONDRES (AVENUE DE),48.61114,7.70623
202200001161,80,4,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12699,47001,Hors aglomeration,Normale,R1113 (VOIE SUR BERGE DE GARONNE),44.210513,0.605869
202200001246,70,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12685,33393,Hors aglomeration,Normale,185 Route de Paris,44.968594,-0.220196
202200001254,80,6,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12734,82102,Hors aglomeration,Normale,D88,44.014708,0.835701
202200001269,80,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12690,38073,Hors aglomeration,Normale,RD 526,44.957874,5.961601
202200001272,80,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12678,26083,Hors aglomeration,Temps eblouissant,dÃ©partementale 53,45.221937,4.96007
202200001276,-1,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12658,10114,Hors aglomeration,Normale,,48.5114161266,3.6150423996
202200001277,50,5,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12662,14437,En aglomeration,Normale,D513,49.185213872,-0.3140115738
202200001320,80,9,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12701,49160,Hors aglomeration,Temps eblouissant,La Charbonnerie,47.416466,-0.958461
202200001327,80,8,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12672,21543,Hors aglomeration,Normale,rue de la planchotte RD102,47.704432,4.840457
202200001338,110,8,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12696,44026,Hors aglomeration,Normale,A11,47.290272,-1.500248
202200001432,80,8,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12738,86262,Hors aglomeration,Normale,D727,46.414773,0.832536
202200001434,70,8,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12735,83019,Hors aglomeration,Normale,rd98,43.14963,6.297655
202200001443,90,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12691,39269,Hors aglomeration,Normale,,46.362934,5.708534
202200001449,110,7,https://www.wikidata.org/wiki/Q115,2022,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12706,54205,Hors aglomeration,Temps eblouissant,N4,48.670828411,5.7811045648
202200001457,90,8,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12666,17434,Hors aglomeration,Normale,rd 209,46.118361,-0.727265
202200001460,80,26,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12652,08017,Hors aglomeration,Normale,RD 242,49.269635,4.992299
202200001467,130,6,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12720,68234,Hors aglomeration,Normale,autoroute A35,47.957571,7.36732
202200001492,60,7,https://www.wikidata.org/wiki/Q115,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q30971,98747,En aglomeration,Normale,Pk 59 RT01,-17.756,-148.736
202200001509,70,1,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12729,77131,Hors aglomeration,Normale,D402,48.796364,3.072906
202200001512,80,22,https://www.wikidata.org/wiki/Q111,2022,Plein jour,https://www.wikidata.org/wiki/Q12728,76391,Hors aglomeration,Normale,Route de la Londe,49.3105167585,0.9794837236
202200001592,70,24,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12648,06161,Hors aglomeration,Normale,Route de Grasse,43.657689,7.112875
202200001593,80,25,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12733,81059,Hors aglomeration,Normale,d84,43.897019,2.116907
202200001595,50,25,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12714,62454,En aglomeration,Normale,Rue du 8 Mai 1945,50.575872,2.624767
202200001602,80,23,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q12703,51244,Hors aglomeration,Normale,D79,48.8034339766,4.3924498558
202200001604,80,24,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12708,56147,Hors aglomeration,Normale,TrÃ©lay,47.540759,-2.267475
202200001630,80,5,https://www.wikidata.org/wiki/Q112,2022,Plein jour,https://www.wikidata.org/wiki/Q12717,65137,Hors aglomeration,Normale,D59 - route d'Estriac,43.5069286924,0.0216239691
202200001632,80,25,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q12737,85234,Hors aglomeration,Normale,PK 005,46.796314,-2.020776
202200001662,30,5,https://www.wikidata.org/wiki/Q112,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17070,97418,En aglomeration,Pluie legere,Rue Noel Tessier,-20.896489,55.555748
202200001667,80,24,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q12690,38003,Hors aglomeration,Normale,Chemin de Coinaud,45.319485,4.856429
202200001670,130,4,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12714,62476,Hors aglomeration,Normale,autoroute A1,50.358029,2.95794
202200001670,130,4,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12714,62476,Hors aglomeration,Normale,autoroute A1,50.358029,2.95794
202200001670,130,4,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12714,62476,Hors aglomeration,Normale,autoroute A1,50.358029,2.95794
202200001670,130,4,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12714,62476,Hors aglomeration,Normale,autoroute A1,50.358029,2.95794
202200001682,50,4,https://www.wikidata.org/wiki/Q112,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12722,70279,En aglomeration,Normale,2 Rue Rome de l Isle,47.446244,5.584386
202200001706,50,2,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q17070,97409,En aglomeration,Normale,CAMBUSTON (rue de),-20.9334,55.65479
202200001760,30,7,https://www.wikidata.org/wiki/Q119,2022,Plein jour,https://www.wikidata.org/wiki/Q12672,21278,En aglomeration,Temps couvert,Rue du Dr Majnoni dâIntignano,47.347184,5.031678
202200001782,50,1,https://www.wikidata.org/wiki/Q117,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33075,Hors aglomeration,Pluie legere,ROCADE A 630,44.8883262365,-0.5883827806
202200001798,70,22,https://www.wikidata.org/wiki/Q110,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12735,83090,En aglomeration,Normale,,43.147955,5.8474318
202200001812,-1,27,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98822,Hors aglomeration,Normale,Tribu de OUINDO - RT3/RM 43,-20.990724,165.400208
202200001818,-1,27,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q33785,98817,En aglomeration,Normale,route de la fontaine,-22.25581,166.61418
202200001820,50,26,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q37633,97304,En aglomeration,Normale,rue Gustave Eiffel,5.15786,-52.667352
202200001825,50,15,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12745,93008,En aglomeration,Pluie legere,251 Rue de Stalingrad,48.9186887578,2.4149045348
202200001868,50,16,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12747,95218,En aglomeration,Normale,Rue de Pierrelaye,49.02325,2.096233
202200001949,70,23,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12661,13004,Hors aglomeration,Normale,RTE N113 MARSEILLE A BORBEAUX,43.6619,4.6395
202200002006,70,5,https://www.wikidata.org/wiki/Q113,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44128,En aglomeration,Normale,15 Rue du Pont de Saint-Clair,47.530169,-1.94958
202200002025,30,24,https://www.wikidata.org/wiki/Q114,2022,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12659,11068,En aglomeration,Normale,,43.182563,2.558227
202200002048,70,6,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12629,01266,Hors aglomeration,Normale,Avenue de Macon,46.332588,5.113009
202200002059,50,20,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12677,25388,En aglomeration,Normale,LUDWIGSBURG (AVENUE DE),47.50495,6.81121
202200002068,50,3,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12710,58074,En aglomeration,Normale,rd 985,46.8484316858,3.9324346419
202200002094,80,4,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12702,50402,Hors aglomeration,Normale,La Belle Etoile,49.512149,-1.782827
202200002114,80,2,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12725,73067,Hors aglomeration,Normale,D1006,45.367494,6.288229
202200002118,90,23,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12715,63103,Hors aglomeration,Temps couvert,RD 227,45.925,3.0395
202200002128,50,27,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12726,74236,Hors aglomeration,Normale,Route de bionnassay,45.875803,6.761935
202200002151,50,24,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12711,59328,En aglomeration,Normale,avenue du colysÃ©e,50.63586,3.0277
202200002164,80,4,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12644,04007,Hors aglomeration,Normale,RN 202,43.936272,6.531098
202200002167,50,17,https://www.wikidata.org/wiki/Q118,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12726,74264,En aglomeration,Pluie legere,10 Rue du collÃ¨ge,46.064976,6.545153
202200002176,-1,13,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12726,74220,Hors aglomeration,Normale,Route d'annemasse,46.149424,6.257111
202200002185,50,24,https://www.wikidata.org/wiki/Q110,2022,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12733,81219,Hors aglomeration,Normale,la grange,43.60963,2.01517
202200002195,80,19,https://www.wikidata.org/wiki/Q117,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12734,82110,Hors aglomeration,Normale,819 Route d'Albias,44.136794,1.423837
202200002197,70,15,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17075,97603,Hors aglomeration,Normale,Route nationale 3,-12.900574,45.193988
202200002201,50,23,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12741,89451,En aglomeration,Normale,rue des Etangs,48.093722,3.515438
202200002207,50,20,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q12723,71460,En aglomeration,Normale,38 Route d Aze,46.413532,4.784948
202200002217,80,4,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12704,52242,Hors aglomeration,Normale,26,47.8470671304,5.5845186106
202200002218,-1,27,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12692,40282,En aglomeration,Normale,,43.7717273574,-0.5730396509
202200002222,-1,30,https://www.wikidata.org/wiki/Q117,2022,,https://www.wikidata.org/wiki/Q12737,85146,Hors aglomeration,,la DauniÃ¨re,46.933204,-1.279915
202200002224,50,20,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q12696,44129,En aglomeration,Normale,1 Rue de l'AbbÃ© Francois Gouray,47.441557,-2.13786
202200002236,50,29,https://www.wikidata.org/wiki/Q117,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12661,13208,En aglomeration,Normale,MICHELET (BOULEVARD),43.270772237,5.3920824183
202200002239,130,3,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12667,18141,Hors aglomeration,Normale,,47.110416,2.204542
202200002246,80,20,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q12697,45087,Hors aglomeration,Normale,D50 PK 5 + 210,47.576980071,2.7270045089
202200002252,50,20,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q12658,10018,En aglomeration,Normale,Rue des Carres,48.108878,3.920649
202200002284,80,20,https://www.wikidata.org/wiki/Q117,2022,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12711,59311,Hors aglomeration,Normale,D115,50.062942,3.487569
202200002303,90,24,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12673,22360,En aglomeration,Normale,VallÃ©es (rue des ),48.4794834232,-2.7044820786
202200002347,-1,4,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12670,2A163,Hors aglomeration,Normale,D150,41.506978,9.025236
202200002373,70,18,https://www.wikidata.org/wiki/Q117,2022,Plein jour,https://www.wikidata.org/wiki/Q17060,97213,Hors aglomeration,Normale,ROUTE DEPARTEMENTALE 15,14.62624,-61.00794
202200002389,70,5,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12731,79080,En aglomeration,Normale,,46.664947,-0.2478
202200002413,50,26,https://www.wikidata.org/wiki/Q115,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12726,74010,En aglomeration,Normale,ROCADE (BOULEVARD DE LA),45.910831,6.119368
202200002442,80,11,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12661,13033,Hors aglomeration,Normale,D9d,43.359845,5.184485
202200002444,80,3,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12741,89438,Hors aglomeration,Normale,N65,47.794067,3.634697
202200002461,80,6,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12678,26138,Hors aglomeration,Normale,CD 358,44.381485,4.720216
202200002486,80,1,https://www.wikidata.org/wiki/Q113,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12701,49278,Hors aglomeration,Normale,Route de l Hermitage,47.439957,-0.580881
202200002554,-1,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12741,89010,Hors aglomeration,Normale,Sentier des Demoiselles,47.721664,3.966897
202200002560,110,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12687,35184,Hors aglomeration,Normale,RN12,48.2064237714,-2.0394524932
202200002566,80,17,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12629,01148,Hors aglomeration,Normale,RD 936,46.322752,5.650722
202200002570,50,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12702,50359,En aglomeration,Temps eblouissant,Rue de la 30eme Division Morta,48.6465087,-0.9402138
202200002599,30,18,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12673,22054,Hors aglomeration,Normale,rue du champ du port,48.646653,-2.421506
202200002633,30,16,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12718,66136,En aglomeration,Normale,CLEMENCEAU (BOULEVARD),42.70051,2.89073
202200002642,30,15,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12711,59360,En aglomeration,Normale,Rue du Marechal Foch,50.615102,3.016681
202200002664,50,16,https://www.wikidata.org/wiki/Q116,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12685,33249,En aglomeration,Normale,Quai Elisabeth Dupeyron,44.87282,-0.53726
202200002716,50,17,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12699,47145,Hors aglomeration,Normale,D129,44.1322106572,0.6740008711
202200002717,80,6,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12658,10035,Hors aglomeration,Temps eblouissant,Bayel,48.2039688033,4.757938385
202200002719,80,17,https://www.wikidata.org/wiki/Q116,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12736,84043,Hors aglomeration,Normale,Avenue des Valayans,43.995095,4.956242
202200002726,70,17,https://www.wikidata.org/wiki/Q116,2022,Plein jour,https://www.wikidata.org/wiki/Q12737,85301,Hors aglomeration,Normale,VC la Grollerie,46.825157,-1.136549
202200002730,30,5,https://www.wikidata.org/wiki/Q114,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12644,04094,En aglomeration,Normale,RD 8 (av du Verdon),43.754512,5.890775
202200002733,90,16,https://www.wikidata.org/wiki/Q116,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12718,66189,Hors aglomeration,Vent fort ou tempete,,42.656023,2.92599
202200002738,50,6,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12648,06152,Hors aglomeration,Normale,Route des Dolines,43.627007,7.052976
202200002745,30,6,https://www.wikidata.org/wiki/Q114,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q35545,97701,En aglomeration,Temps couvert,St-jean Coupe-gorge,17.904581,-62.832011
202200002754,-1,6,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12661,13015,Hors aglomeration,Normale,D6,43.444,5.437621
202200002767,50,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12712,60007,En aglomeration,Temps eblouissant,Rue Van Lancker,49.386689,2.384119
202200002864,70,30,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12727,75117,En aglomeration,Normale,PORTE D ASNIERES,48.887035,2.29029
202200002912,50,5,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12736,84091,En aglomeration,Normale,1728 Avenue de Provence,44.1783553424,4.7601681084
202200002918,70,5,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17012,97125,Hors aglomeration,Pluie forte,CD 118,16.255631,-61.244102
202200002934,70,7,https://www.wikidata.org/wiki/Q115,2022,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12708,56092,Hors aglomeration,Normale,Penvern,48.025104,-2.841023
202200002941,110,6,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12743,91235,Hors aglomeration,Normale,RN 104,48.62512,2.36559
202200002962,50,6,https://www.wikidata.org/wiki/Q115,2022,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12735,83144,En aglomeration,Normale,CABANNE (IMPASSE DE LA GARNDE),43.14998,5.9811
202200002963,70,6,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83062,Hors aglomeration,Normale,ROUTE DE HYERES,43.13791,6.02444
202200002970,80,6,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12712,60175,Hors aglomeration,Normale,D201,49.24696,2.45652
202200002971,50,6,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12711,59599,En aglomeration,Temps eblouissant,DHERIN (RUE CHARLES),50.7359291233,3.1536481976
202200003015,50,31,https://www.wikidata.org/wiki/Q114,2022,Plein jour,https://www.wikidata.org/wiki/Q12745,93057,En aglomeration,Normale,FABIEN ( AL. DU COLONEL) 1 A 85,48.9106398725,2.5011125341
202200003044,80,6,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12687,35299,Hors aglomeration,Normale,Le Petit Porcon,48.6532385167,-1.8733821809
202200003051,80,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12716,64040,Hors aglomeration,Normale,D113,42.9972897732,-0.7551491261
202200003052,50,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12695,43177,En aglomeration,Normale,2 Rue des Coquelicots,45.301921,4.268059
202200003059,80,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12737,85254,Hors aglomeration,Normale,RD27,46.82918,-0.760079
202200003060,-1,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12737,85117,Hors aglomeration,Normale,RD60,46.4347175,-1.26359269
202200003073,130,7,https://www.wikidata.org/wiki/Q115,2022,Plein jour,https://www.wikidata.org/wiki/Q12697,45155,En aglomeration,Normale,D122 PK 0 + 405,47.686312,2.654207
202200003107,80,6,https://www.wikidata.org/wiki/Q115,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59626,Hors aglomeration,Normale,D934,50.28822077,3.6294659972
202200003110,90,26,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12660,12224,Hors aglomeration,Normale,RD 95 Les  Ifers,44.457241,2.976984
202200003129,50,2,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q17070,97416,Hors aglomeration,Normale,MAURICE THOREZ(CHEMIN),-21.27694,55.47025
202200003166,80,26,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12661,13114,Hors aglomeration,Normale,807 Route de Berre,43.545902,5.33347
202200003173,70,26,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q17075,97616,Hors aglomeration,Normale,route departementale 5,-12.861981,45.109477
202200003182,80,3,https://www.wikidata.org/wiki/Q113,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17060,97213,Hors aglomeration,Pluie legere,ROUTE NATIONALE 1,14.65939,-60.97141
202200003183,50,25,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12743,91318,En aglomeration,Temps couvert,Rue de la Tour de Pocancy,48.512584,2.270259
202200003207,50,1,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59574,En aglomeration,Normale,MICHEL LOUISE(BOULEVARD),50.34737,3.28561
202200003210,50,26,https://www.wikidata.org/wiki/Q118,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12665,16210,Hors aglomeration,Temps couvert,Route des Ponts,45.741678,0.083567
202200003294,50,22,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q12737,85018,En aglomeration,Normale,Rue Henri Geoffroy,46.911413,-2.035979
202200003298,80,23,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q12666,17140,Hors aglomeration,Normale,D26,45.895668,-1.24418
202200003301,80,24,https://www.wikidata.org/wiki/Q110,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12689,37203,Hors aglomeration,Normale,,47.4050591557,0.733165741
202200003370,80,5,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12729,77390,Hors aglomeration,Autre,D21,48.78641,2.63596
202200003370,80,5,https://www.wikidata.org/wiki/Q113,2022,Plein jour,https://www.wikidata.org/wiki/Q12729,77390,Hors aglomeration,Autre,D21,48.78641,2.63596
202200003415,50,25,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12694,42177,En aglomeration,Pluie legere,Rue de la RÃ©publique,46.14431,4.108455
202200003418,80,25,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12699,47210,Hors aglomeration,Pluie forte,D813,44.2602257205,0.3510951642
202200003419,70,22,https://www.wikidata.org/wiki/Q110,2022,Plein jour,https://www.wikidata.org/wiki/Q17070,97416,Hors aglomeration,Normale,MAURICE THOREZ(CHEMIN),-21.27992,55.46559
202200003423,50,4,https://www.wikidata.org/wiki/Q112,2022,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12666,17407,Hors aglomeration,Normale,N11,46.200586,-1.028788
202200003424,50,24,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12683,31336,En aglomeration,Normale,Rue Marcel Loubens,43.133983,0.97409
202200003437,50,25,https://www.wikidata.org/wiki/Q118,2022,Plein jour,https://www.wikidata.org/wiki/Q12662,14735,En aglomeration,Normale,D253A,49.033086,-0.088665
202200003444,80,4,https://www.wikidata.org/wiki/Q112,2022,Plein jour,https://www.wikidata.org/wiki/Q12731,79242,Hors aglomeration,Normale,Le Breuil,46.892352,-0.54276
